new_sample_runid	new_complete_name	library_id	comment	unique_sample_id	old_complete_name	old_run_id	lab_project_id	batch_name	country	country_alpha2	country_alpha3	city	latitude_inferred	longtitude_inferred	batch_abbr	year	collection_date	collected_by	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	sequencing_platform	sequencing_type	instrument_model
874	DTU_2018_874_1_MG_BD_DH_558	1		2018_nov_bgd_01	DTU2019_MG_333_BD_DH_558	333	1167	GS snapshot nov 2018	Bangladesh	BD	BGD	Dhaka	23,76	90,38	nov	18	2018-12-31	Global sewage consortium	wastewater	wastewater metagenome	ERS5184547	ERX4600253	ERR4678629	Illumina	paired	Illumina NovaSeq 6000
875	DTU_2018_875_1_MG_AU_DD_559	1		2018_nov_aus_01	DTU2019_MG_334_AU_DD_559	334	1167	GS snapshot nov 2018	Australia	AU	AUS	Darwin	-12,46	130,84	nov	18	2018-12-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184548	ERX4600254	ERR4678630	Illumina	paired	Illumina NovaSeq 6000
876	DTU_2018_876_1_MG_AU_MA_560	1		2018_nov_aus_02	DTU2019_MG_335_AU_MA_560	335	1167	GS snapshot nov 2018	Australia	AU	AUS	Maningrida	-12,05	134,23	nov	18	2018-12-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184549	ERX4600255	ERR4678631	Illumina	paired	Illumina NovaSeq 6000
877	DTU_2018_877_1_MG_BA_BL_562	1		2018_nov_bih_01	DTU2019_MG_337_BA_BL_562	337	1167	GS snapshot nov 2018	Bosnia and Herzegovina	BA	BIH	Banja Luka	44,77	17,20	nov	18	2018-12-10	Global sewage consortium	wastewater	wastewater metagenome	ERS5184550	ERX4600256	ERR4678632	Illumina	paired	Illumina NovaSeq 6000
878	DTU_2018_878_1_MG_GH_TA_563	1	Metadata survey not filled out. The metadata listed here has been registered in the lab, and comes from the received sample/flask (freddu 17/12-2019)	2018_nov_gha_01	DTU2019_MG_338_GH_TA_563	338	1167	GS snapshot nov 2018	Ghana	GH	GHA	Tamale	9,41	-0,84	nov	18	2019-01-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5184551	ERX4600257	ERR4678633	Illumina	paired	Illumina NovaSeq 6000
879	DTU_2018_879_1_MG_JP_JP_564	1		2018_nov_jpn_05	DTU2019_MG_339_JP_JP_564	339	1167	GS snapshot nov 2018	Japan	JP	JPN	Anonymous	35,68	139,76	nov	18	2018-12-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5184552	ERX4600258	ERR4678634	Illumina	paired	Illumina NovaSeq 6000
880	DTU_2018_880_1_MG_DE_BE_565	1		2018_nov_deu_02	DTU2019_MG_340_DE_BE_565	340	1167	GS snapshot nov 2018	Germany	DE	DEU	Berlin	52,52	13,39	nov	18	2018-12-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184553	ERX4600259	ERR4678635	Illumina	paired	Illumina NovaSeq 6000
881	DTU_2018_881_1_MG_GH_AC_568	1		2018_nov_gha_02	DTU2019_MG_343_GH_AC_568	343	1167	GS snapshot nov 2018	Ghana	GH	GHA	Accra	5,56	-0,21	nov	18	2018-11-20	Global sewage consortium	wastewater	wastewater metagenome	ERS5184554	ERX4600260	ERR4678636	Illumina	paired	Illumina NovaSeq 6000
882	DTU_2018_882_1_MG_GH_AC_2_569	1		2018_nov_gha_03	DTU2019_MG_344_GH_AC_2_569	344	1167	GS snapshot nov 2018	Ghana	GH	GHA	Accra	5,56	-0,21	nov	18	2018-11-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5184555	ERX4600261	ERR4678637	Illumina	paired	Illumina NovaSeq 6000
883	DTU_2018_883_1_MG_GH_KA_570	1		2018_nov_gha_04	DTU2019_MG_345_GH_KA_570	345	1167	GS snapshot nov 2018	Ghana	GH	GHA	Kasoa	5,53	-0,44	nov	18	2018-11-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5184556	ERX4600262	ERR4678638	Illumina	paired	Illumina NovaSeq 6000
884	DTU_2018_884_1_MG_CL_SA_571	1		2018_nov_chl_01	DTU2019_MG_346_CL_SA_571	346	1167	GS snapshot nov 2018	Chile	CL	CHL	Valparaiso	-33,05	-71,62	nov	18	2019-01-24	Global sewage consortium	wastewater	wastewater metagenome	ERS5184557	ERX4600263	ERR4678639	Illumina	paired	Illumina NovaSeq 6000
885	DTU_2018_885_1_MG_CL_SA_2_572	1		2018_nov_chl_02	DTU2019_MG_347_CL_SA_2_572	347	1167	GS snapshot nov 2018	Chile	CL	CHL	Santiago	-33,44	-70,65	nov	18	2019-01-24	Global sewage consortium	wastewater	wastewater metagenome	ERS5184558	ERX4600264	ERR4678640	Illumina	paired	Illumina NovaSeq 6000
886	DTU_2018_886_1_MG_NG_IL_573	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university dormitories, capturing sewage from female students living on campus (Freddu 13-1-2020)	2018_nov_nga_01	DTU2019_MG_348_NG_IL_573	348	1167	GS snapshot nov 2018	Nigeria	NG	NGA	Ilorin	8,50	4,55	nov	18	2018-11-29	Global sewage consortium	wastewater	wastewater metagenome	ERS5184559	ERX4600265	ERR4678641	Illumina	paired	Illumina NovaSeq 6000
887	DTU_2018_887_1_MG_GR_TH_574	1		2018_nov_grc_02	DTU2019_MG_349_GR_TH_574	349	1167	GS snapshot nov 2018	Greece	GR	GRC	Thessaloniki	40,64	22,94	nov	18	2019-01-29	Global sewage consortium	wastewater	wastewater metagenome	ERS5184560	ERX4600266	ERR4678642	Illumina	paired	Illumina NovaSeq 6000
888	DTU_2018_888_1_MG_BB_WO_575	1		2018_nov_brb_01	DTU2019_MG_350_BB_WO_575	350	1167	GS snapshot nov 2018	Barbados	BB	BRB	Worthing	13,07	-59,58	nov	18	2018-12-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5184561	ERX4600267	ERR4678643	Illumina	paired	Illumina NovaSeq 6000
889	DTU_2018_889_1_MG_BB_BR_576	1		2018_nov_brb_02	DTU2019_MG_351_BB_BR_576	351	1167	GS snapshot nov 2018	Barbados	BB	BRB	Bridgetown	13,10	-59,62	nov	18	2018-12-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5184562	ERX4600268	ERR4678644	Illumina	paired	Illumina NovaSeq 6000
890	DTU_2018_890_1_MG_NG_IL_2_577	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020) Sample year inferred from batch (freddu 16-09-2020)	2018_nov_nga_02	DTU2019_MG_352_NG_IL_2_577	352	1167	GS snapshot nov 2018	Nigeria	NG	NGA	Ilorin	8,50	4,55	nov	18	2018	Global sewage consortium	wastewater	wastewater metagenome	ERS5184563	ERX4600269	ERR4678645	Illumina	paired	Illumina NovaSeq 6000
891	DTU_2018_891_1_MG_SN_DA_578	1		2018_nov_sen_01	DTU2019_MG_353_SN_DA_578	353	1167	GS snapshot nov 2018	Senegal	SN	SEN	Dakar	14,69	-17,45	nov	18	2019-01-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5184564	ERX4600270	ERR4678646	Illumina	paired	Illumina NovaSeq 6000
892	DTU_2018_892_1_MG_MA_CA_579	1	Missing sampling date (freddu 11/12-2019) Sample year inferred from batch (freddu 16-09-2020)	2018_nov_mar_01	DTU2019_MG_354_MA_CA_579	354	1167	GS snapshot nov 2018	Morocco	MA	MAR	Casablanca	33,60	-7,62	nov	18	2018	Global sewage consortium	wastewater	wastewater metagenome	ERS5184565	ERX4600271	ERR4678647	Illumina	paired	Illumina NovaSeq 6000
893	DTU_2018_893_1_MG_SK_BR_580	1		2018_nov_svk_01	DTU2019_MG_355_SK_BR_580	355	1167	GS snapshot nov 2018	Slovakia	SK	SVK	Bratislava	48,15	17,11	nov	18	2018-12-05	Global sewage consortium	wastewater	wastewater metagenome	ERS5184566	ERX4600272	ERR4678648	Illumina	paired	Illumina NovaSeq 6000
894	DTU_2018_894_1_MG_ES_SA_581	1		2018_nov_esp_03	DTU2019_MG_356_ES_SA_581	356	1167	GS snapshot nov 2018	Spain	ES	ESP	Santiago	42,84	-8,50	nov	18	2019-01-08	Global sewage consortium	wastewater	wastewater metagenome	ERS5184567	ERX4600273	ERR4678649	Illumina	paired	Illumina NovaSeq 6000
895	DTU_2018_895_1_MG_PT_PO_582	1		2018_nov_prt_02	DTU2019_MG_357_PT_PO_582	357	1167	GS snapshot nov 2018	Portugal	PT	PRT	Porto	41,15	-8,61	nov	18	2019-01-29	Global sewage consortium	wastewater	wastewater metagenome	ERS5184568	ERX4600274	ERR4678650	Illumina	paired	Illumina NovaSeq 6000
896	DTU_2018_896_1_MG_IT_RO_583	1	The sampling site is a waste water treatment plant  (freddu 11/12-2019)	2018_nov_ita_04	DTU2019_MG_358_IT_RO_583	358	1167	GS snapshot nov 2018	Italy	IT	ITA	Rome	41,89	12,48	nov	18	2018-11-26	Global sewage consortium	wastewater	wastewater metagenome	ERS5184569	ERX4600275	ERR4678651	Illumina	paired	Illumina NovaSeq 6000
897	DTU_2018_897_1_MG_FI_OU_584	1		2018_nov_fin_01	DTU2019_MG_359_FI_OU_584	359	1167	GS snapshot nov 2018	Finland	FI	FIN	Oulu	65,01	25,47	nov	18	2018-11-01	Global sewage consortium	wastewater	wastewater metagenome	ERS5184570	ERX4600276	ERR4678652	Illumina	paired	Illumina NovaSeq 6000
898	DTU_2018_898_2_MG_FI_OU_584_re_1	2		2018_nov_fin_01	DTU2019_MG_359_FI_OU_584_re_1	359	1167	GS snapshot nov 2018	Finland	FI	FIN	Oulu	65,01	25,47	nov	18	2018-11-01	Global sewage consortium	wastewater	wastewater metagenome	ERS5184571	ERX4600277	ERR4678653	Illumina	paired	Illumina NovaSeq 6000
899	DTU_2018_899_1_MG_FI_TU_585	1		2018_nov_fin_02	DTU2019_MG_360_FI_TU_585	360	1167	GS snapshot nov 2018	Finland	FI	FIN	Turku	60,45	22,27	nov	18	2018-11-14	Global sewage consortium	wastewater	wastewater metagenome	ERS5184572	ERX4600278	ERR4678654	Illumina	paired	Illumina NovaSeq 6000
900	DTU_2018_900_1_MG_FI_HE_586	1		2018_nov_fin_03	DTU2019_MG_361_FI_HE_586	361	1167	GS snapshot nov 2018	Finland	FI	FIN	Helsinki	60,17	24,94	nov	18	2018-11-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184573	ERX4600279	ERR4678655	Illumina	paired	Illumina NovaSeq 6000
901	DTU_2018_901_2_MG_FI_HE_586_re_1	2		2018_nov_fin_03	DTU2019_MG_361_FI_HE_586_re_1	361	1167	GS snapshot nov 2018	Finland	FI	FIN	Helsinki	60,17	24,94	nov	18	2018-11-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184574	ERX4600280	ERR4678656	Illumina	paired	Illumina NovaSeq 6000
902	DTU_2018_902_1_MG_CA_CA_587	1		2018_nov_can_01	DTU2019_MG_362_CA_CA_587	362	1167	GS snapshot nov 2018	Canada	CA	CAN	Calgary	51,05	-114,06	nov	18	2018-12-10	Global sewage consortium	wastewater	wastewater metagenome	ERS5184575	ERX4600281	ERR4678657	Illumina	paired	Illumina NovaSeq 6000
903	DTU_2018_903_1_MG_CA_RE_588	1		2018_nov_can_02	DTU2019_MG_363_CA_RE_588	363	1167	GS snapshot nov 2018	Canada	CA	CAN	Regina	50,45	-104,62	nov	18	2018-12-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5184576	ERX4600282	ERR4678658	Illumina	paired	Illumina NovaSeq 6000
904	DTU_2018_904_1_MG_CA_VA_589	1		2018_nov_can_03	DTU2019_MG_364_CA_VA_589	364	1167	GS snapshot nov 2018	Canada	CA	CAN	Vancouver	49,26	-123,11	nov	18	2018-12-06	Global sewage consortium	wastewater	wastewater metagenome	ERS5184577	ERX4600283	ERR4678659	Illumina	paired	Illumina NovaSeq 6000
905	DTU_2018_905_1_MG_CA_OT_590	1		2018_nov_can_04	DTU2019_MG_365_CA_OT_590	365	1167	GS snapshot nov 2018	Canada	CA	CAN	Ottawa	45,42	-75,69	nov	18	2018-12-06	Global sewage consortium	wastewater	wastewater metagenome	ERS5184578	ERX4600284	ERR4678660	Illumina	paired	Illumina NovaSeq 6000
906	DTU_2018_906_1_MG_MZ_MA_591	1		2018_nov_moz_01	DTU2019_MG_366_MZ_MA_591	366	1167	GS snapshot nov 2018	Mozambique	MZ	MOZ	Maputo	-25,97	32,57	nov	18	2018-12-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184579	ERX4600285	ERR4678661	Illumina	paired	Illumina NovaSeq 6000
907	DTU_2018_907_1_MG_NP_KA_592	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2018_nov_npl_01	DTU2019_MG_367_NP_KA_592	367	1167	GS snapshot nov 2018	Nepal	NP	NPL	Kathmandu	27,71	85,32	nov	18	2019-02-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184580	ERX4600286	ERR4678662	Illumina	paired	Illumina NovaSeq 6000
908	DTU_2018_908_1_MG_NG_LA_593	1	Metadata survey not filled out. The metadata listed here has been registered in the lab, and comes from the received sample/flask (freddu 17/12-2019)	2018_nov_nga_03	DTU2019_MG_368_NG_LA_593	368	1167	GS snapshot nov 2018	Nigeria	NG	NGA	Lagos	6,46	3,39	nov	18	2018-12-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184581	ERX4600287	ERR4678663	Illumina	paired	Illumina NovaSeq 6000
909	DTU_2018_909_1_MG_AR_BA_594	1		2018_nov_arg_01	DTU2019_MG_369_AR_BA_594	369	1167	GS snapshot nov 2018	Argentina	AR	ARG	Buenos Aires	-34,61	-58,44	nov	18	2018-12-08	Global sewage consortium	wastewater	wastewater metagenome	ERS5184582	ERX4600288	ERR4678664	Illumina	paired	Illumina NovaSeq 6000
910	DTU_2018_910_1_MG_ME_PO_595	1		2018_nov_mne_01	DTU2019_MG_370_ME_PO_595	370	1167	GS snapshot nov 2018	Montenegro	ME	MNE	Podgorica	42,44	19,26	nov	18	2019-02-08	Global sewage consortium	wastewater	wastewater metagenome	ERS5184583	ERX4600289	ERR4678665	Illumina	paired	Illumina NovaSeq 6000
911	DTU_2018_911_1_MG_SG_JU_596	1		2018_nov_sgp_01	DTU2019_MG_371_SG_JU_596	371	1167	GS snapshot nov 2018	Singapore	SG	SGP	Jurong	1,26	103,67	nov	18	2019-01-16	Global sewage consortium	wastewater	wastewater metagenome	ERS5184584	ERX4600290	ERR4678666	Illumina	paired	Illumina NovaSeq 6000
912	DTU_2018_912_1_MG_CM_YA_597	1		2018_nov_cmr_01	DTU2019_MG_372_CM_YA_597	372	1167	GS snapshot nov 2018	Cameroon	CM	CMR	Yaounde	3,87	11,52	nov	18	2018-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5184585	ERX4600291	ERR4678667	Illumina	paired	Illumina NovaSeq 6000
913	DTU_2018_913_1_MG_RS_BE_598	1		2018_nov_srb_01	DTU2019_MG_373_RS_BE_598	373	1167	GS snapshot nov 2018	Serbia	RS	SRB	Belgrade	44,82	20,46	nov	18	2019-01-14	Global sewage consortium	wastewater	wastewater metagenome	ERS5184586	ERX4600292	ERR4678668	Illumina	paired	Illumina NovaSeq 6000
914	DTU_2018_914_1_MG_RS_BE_2_599	1		2018_nov_srb_02	DTU2019_MG_374_RS_BE_2_599	374	1167	GS snapshot nov 2018	Serbia	RS	SRB	Belgrade	44,82	20,46	nov	18	2019-01-14	Global sewage consortium	wastewater	wastewater metagenome	ERS5184587	ERX4600293	ERR4678669	Illumina	paired	Illumina NovaSeq 6000
915	DTU_2018_915_1_MG_NZ_CH_600	1		2018_nov_nzl_01	DTU2019_MG_375_NZ_CH_600	375	1167	GS snapshot nov 2018	New Zealand	NZ	NZL	Christchurch	-43,53	172,64	nov	18	2018-12-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5184588	ERX4600294	ERR4678670	Illumina	paired	Illumina NovaSeq 6000
916	DTU_2018_916_1_MG_DK_AV_601	1		2018_nov_dnk_01	DTU2019_MG_376_DK_AV_601	376	1167	GS snapshot nov 2018	Denmark	DK	DNK	Avedore	55,63	12,46	nov	18	2018-11-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184589	ERX4600295	ERR4678671	Illumina	paired	Illumina NovaSeq 6000
917	DTU_2018_917_1_MG_DK_VA_602	1		2018_nov_dnk_02	DTU2019_MG_377_DK_VA_602	377	1167	GS snapshot nov 2018	Denmark	DK	DNK	Valby	55,66	12,52	nov	18	2018-11-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184590	ERX4600296	ERR4678672	Illumina	paired	Illumina NovaSeq 6000
918	DTU_2018_918_1_MG_DK_AM_603	1		2018_nov_dnk_03	DTU2019_MG_378_DK_AM_603	378	1167	GS snapshot nov 2018	Denmark	DK	DNK	Amager	55,62	12,60	nov	18	2018-11-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184591	ERX4600297	ERR4678673	Illumina	paired	Illumina NovaSeq 6000
919	DTU_2018_919_2_MG_DK_AM_603_re_1	2		2018_nov_dnk_03	DTU2019_MG_378_DK_AM_603_re_1	378	1167	GS snapshot nov 2018	Denmark	DK	DNK	Amager	55,62	12,60	nov	18	2018-11-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184592	ERX4600298	ERR4678674	Illumina	paired	Illumina NovaSeq 6000
920	DTU_2018_920_1_MG_GL_SI_604	1		2018_nov_grl_01	DTU2019_MG_379_GL_SI_604	379	1167	GS snapshot nov 2018	Greenland	GL	GRL	Sisimiut	66,94	-53,67	nov	18	2018-11-08	Global sewage consortium	wastewater	wastewater metagenome	ERS5184593	ERX4600299	ERR4678675	Illumina	paired	Illumina NovaSeq 6000
925	DTU_2018_925_1_MG_NL_UT_608	1		2018_nov_nld_01	DTU2019_MG_383_NL_UT_608	383	1167	GS snapshot nov 2018	Netherlands	NL	NLD	Utrecht	52,09	5,11	nov	18	2018-12-20	Global sewage consortium	wastewater	wastewater metagenome	ERS5184594	ERX4600300	ERR4678676	Illumina	paired	Illumina NovaSeq 6000
926	DTU_2018_926_1_MG_MY_PB_609	1		2018_nov_mys_03	DTU2019_MG_384_MY_PB_609	384	1167	GS snapshot nov 2018	Malaysia	MY	MYS	Butterworth	5,39	100,37	nov	18	2018-12-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184595	ERX4600301	ERR4678677	Illumina	paired	Illumina NovaSeq 6000
927	DTU_2018_927_1_MG_MY_PG_610	1		2018_nov_mys_04	DTU2019_MG_385_MY_PG_610	385	1167	GS snapshot nov 2018	Malaysia	MY	MYS	Jelutong	5,39	100,31	nov	18	2018-12-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184596	ERX4600302	ERR4678678	Illumina	paired	Illumina NovaSeq 6000
928	DTU_2018_928_1_MG_MY_SU_611	1		2018_nov_mys_05	DTU2019_MG_386_MY_SU_611	386	1167	GS snapshot nov 2018	Malaysia	MY	MYS	Sungai Petani	5,64	100,49	nov	18	2018-12-14	Global sewage consortium	wastewater	wastewater metagenome	ERS5184597	ERX4600303	ERR4678679	Illumina	paired	Illumina NovaSeq 6000
929	DTU_2018_929_1_MG_TG_LO_612	1		2018_nov_tgo_01	DTU2019_MG_387_TG_LO_612	387	1167	GS snapshot nov 2018	Togo	TG	TGO	Lome	6,13	1,22	nov	18	2018-11-25	Global sewage consortium	wastewater	wastewater metagenome	ERS5184598	ERX4600304	ERR4678680	Illumina	paired	Illumina NovaSeq 6000
930	DTU_2018_930_1_MG_AE_DU_613	1		2018_nov_are_01	DTU2019_MG_388_AE_DU_613	388	1167	GS snapshot nov 2018	United Arab Emirates	AE	ARE	Dubai	25,07	55,17	nov	18	2018-12-10	Global sewage consortium	wastewater	wastewater metagenome	ERS5184599	ERX4600305	ERR4678681	Illumina	paired	Illumina NovaSeq 6000
931	DTU_2018_931_1_MG_PL_PL_614	1		2018_nov_pol_01	DTU2019_MG_389_PL_PL_614	389	1167	GS snapshot nov 2018	Poland	PL	POL	Pulawy	51,42	21,97	nov	18	2018-12-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184600	ERX4600306	ERR4678682	Illumina	paired	Illumina NovaSeq 6000
932	DTU_2018_932_2_MG_PL_PL_614_re_1	2		2018_nov_pol_01	DTU2019_MG_389_PL_PL_614_re_1	389	1167	GS snapshot nov 2018	Poland	PL	POL	Pulawy	51,42	21,97	nov	18	2018-12-13	Global sewage consortium	wastewater	wastewater metagenome	ERS5184601	ERX4600307	ERR4678683	Illumina	paired	Illumina NovaSeq 6000
933	DTU_2018_933_1_MG_CO_MO_615	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2018_nov_col_01	DTU2019_MG_390_CO_MO_615	390	1167	GS snapshot nov 2018	Colombia	CO	COL	Mosquera	4,68	-74,23	nov	18	2019-04-25	Global sewage consortium	wastewater	wastewater metagenome	ERS5184602	ERX4600308	ERR4678684	Illumina	paired	Illumina NovaSeq 6000
934	DTU_2018_934_1_MG_CO_BU_616	1		2018_nov_cod_01	DTU2019_MG_391_CO_BU_616	391	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-11-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5184603	ERX4600309	ERR4678685	Illumina	paired	Illumina NovaSeq 6000
936	DTU_2018_936_1_MG_CO_BU_2_618	1		2018_nov_cod_02	DTU2019_MG_393_CO_BU_2_618	393	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-11-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5184604	ERX4600310	ERR4678686	Illumina	paired	Illumina NovaSeq 6000
937	DTU_2018_937_1_MG_CO_BU_3_619	1		2018_nov_cod_03	DTU2019_MG_394_CO_BU_3_619	394	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-11-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5184605	ERX4600311	ERR4678687	Illumina	paired	Illumina NovaSeq 6000
938	DTU_2018_938_1_MG_CO_BU_4_620	1		2018_nov_cod_04	DTU2019_MG_395_CO_BU_4_620	395	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-11-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5184606	ERX4600312	ERR4678688	Illumina	paired	Illumina NovaSeq 6000
939	DTU_2018_939_1_MG_CO_BU_5_621	1		2018_nov_cod_05	DTU2019_MG_396_CO_BU_5_621	396	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-12-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184607	ERX4600313	ERR4678689	Illumina	paired	Illumina NovaSeq 6000
941	DTU_2018_941_1_MG_CO_BU_7_623	1		2018_nov_cod_06	DTU2019_MG_398_CO_BU_7_623	398	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-12-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184608	ERX4600314	ERR4678690	Illumina	paired	Illumina NovaSeq 6000
942	DTU_2018_942_1_MG_CO_BU_8_624	1		2018_nov_cod_07	DTU2019_MG_399_CO_BU_8_624	399	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-12-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184609	ERX4600315	ERR4678691	Illumina	paired	Illumina NovaSeq 6000
943	DTU_2018_943_1_MG_CO_BU_9_625	1		2018_nov_cod_08	DTU2019_MG_400_CO_BU_9_625	400	1167	GS snapshot nov 2018	Democratic Republic of the Congo	CD	COD	Bukavu	-11,64	27,52	nov	18	2018-12-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5184610	ERX4600316	ERR4678692	Illumina	paired	Illumina NovaSeq 6000
944	DTU_2018_944_1_MG_PK_HY_a_626	1		2018_nov_pak_02	DTU2019_MG_401_PK_HY_a_626	401	1167	GS snapshot nov 2018	Pakistan	PK	PAK	Hyderabad	25,38	68,38	nov	18	2017-06-15	Global sewage consortium	wastewater	wastewater metagenome	ERS5184611	ERX4600317	ERR4678693	Illumina	paired	Illumina NovaSeq 6000
945	DTU_2018_945_1_MG_US_CH_2_627	1		2018_nov_usa_04	DTU2019_MG_402_US_CH_2_627	402	1167	GS snapshot nov 2018	USA	US	USA	Chapel Hill	35,91	-79,06	nov	18	2018-01-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5184612	ERX4600318	ERR4678694	Illumina	paired	Illumina NovaSeq 6000
946	DTU_2018_946_1_MG_US_HO_2_628	1		2018_nov_usa_05	DTU2019_MG_403_US_HO_2_628	403	1167	GS snapshot nov 2018	USA	US	USA	Houston	29,76	-95,37	nov	18	2018-01-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5184613	ERX4600319	ERR4678695	Illumina	paired	Illumina NovaSeq 6000
947	DTU_2018_947_1_MG_NG_IB_629	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2018_nov_nga_04	DTU2019_MG_404_NG_IB_629	404	1167	GS snapshot nov 2018	Nigeria	NG	NGA	Ibadan	7,38	3,90	nov	18	2017-12-27	Global sewage consortium	wastewater	wastewater metagenome	ERS5184614	ERX4600320	ERR4678696	Illumina	paired	Illumina NovaSeq 6000
948	DTU_2018_948_2_MG_NG_IB_629_re_1	2	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2018_nov_nga_04	DTU2019_MG_404_NG_IB_629_re_1	404	1167	GS snapshot nov 2018	Nigeria	NG	NGA	Ibadan	7,38	3,90	nov	18	2017-12-27	Global sewage consortium	wastewater	wastewater metagenome	ERS5184615	ERX4600321	ERR4678697	Illumina	paired	Illumina NovaSeq 6000
949	DTU_2018_949_1_MG_CI_BO_2_630	1		2018_nov_civ_02	DTU2019_MG_405_CI_BO_2_630	405	1167	GS snapshot nov 2018	Cote d'Ivoire	CI	CIV	Bouake	7,69	-5,03	nov	18	2018-12-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5184616	ERX4600322	ERR4678698	Illumina	paired	Illumina NovaSeq 6000
950	DTU_2018_950_1_Negative_Control_NC_AH	1		2018_nov_neg_01	DTU2019_MG_411_NC_AH	411	1167	GS snapshot nov 2018	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	18	2019-02-22	Global sewage consortium	Negative control	wastewater metagenome	ERS5184617	ERX4600323	ERR4678699	Illumina	paired	Illumina NovaSeq 6000
951	DTU_2018_951_1_Negative_Control_NC_AI	1		2018_nov_neg_02	DTU2019_MG_412_NC_AI	412	1167	GS snapshot nov 2018	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	18	2019-03-08	Global sewage consortium	Negative control	wastewater metagenome	ERS5184618	ERX4600324	ERR4678700	Illumina	paired	Illumina NovaSeq 6000
952	DTU_2018_952_1_Negative_Control_NC_AJ	1		2018_nov_neg_03	DTU2019_MG_413_NC_AJ	413	1167	GS snapshot nov 2018	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	18	2019-03-13	Global sewage consortium	Negative control	wastewater metagenome	ERS5184619	ERX4600325	ERR4678701	Illumina	paired	Illumina NovaSeq 6000
953	DTU_2018_953_1_Negative_Control_NC_AK	1		2018_nov_neg_04	DTU2019_MG_414_NC_AK	414	1167	GS snapshot nov 2018	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	18	2019-03-15	Global sewage consortium	Negative control	wastewater metagenome	ERS5184620	ERX4600326	ERR4678702	Illumina	paired	Illumina NovaSeq 6000
